area,bedrooms,age,price
106.18101782710437,1,10.075975714495053,15.316416212219016
192.60714596148742,1,24.753219942679795,26.1147045864973
159.79909127171078,1,10.891776365852715,25.428927116953357
139.7987726295555,5,1.0268433246158737,34.95494729198128
73.40279606636548,4,24.919635196957493,12.629232742391117
73.3991780504304,5,10.355764346438267,17.491490369883266
58.71254182522992,4,23.215035696040207,12.023158340073808
179.92642186624028,5,10.882736839978364,35.3105918762706
140.16725176148134,5,25.832040599241648,24.692272904263046
156.21088666940682,3,6.585315752428761,26.278681407547136
53.08767414437037,5,29.236417955966097,15.902376116608822
195.48647782429916,2,23.392763243640925,31.347221886412
174.86639612006326,3,3.4271377776119047,30.61292440732534
81.85086660174142,5,16.973298598996813,13.427473056084938
77.2737450810651,1,29.56101936725204,2.361918220765608
77.51067647801507,2,14.131963580814432,11.766725577726197
95.63633644393066,2,5.463214164647497,10.625624580046113
128.71346474483568,2,14.543351014510385,19.063765654195915
114.79175279631737,3,15.373729676457648,16.39694271073075
93.68437102970628,5,22.250608326859968,19.24511821403414
141.77793420835692,5,20.965375594827133,27.23152365220417
70.92407909780627,1,12.076501307909416,8.001914708737386
93.82169728028272,1,6.540693224822594,11.120446115991063
104.95427649405376,2,19.351625033079884,12.913868416391056
118.41049763255539,1,12.651118036598454,13.161423808500126
167.77639420895204,3,3.9682863337599117,31.02772608993835
79.95106732375396,5,27.01716903709157,17.880640916958335
127.13516576204174,2,20.73665572828963,14.657442815468594
138.86218532930639,1,20.495515693364442,16.565472337005094
56.96756190799966,3,24.677516277350218,9.144472258102033
141.13172778521576,3,15.889850359652431,23.269265032999993
75.57861855309373,1,24.451632852073715,6.477779463905181
59.75773894779193,5,14.942722605330172,15.036705003626833
192.33283058799998,1,2.0152619974713026,31.02911134111755
194.8448049611839,2,12.157442640830663,32.922876450639066
171.25960221746917,1,14.923946819396717,24.061979034641276
95.6920653760056,3,21.606077448968872,15.483090943907504
64.65081710095758,1,3.197361903860231,10.540151900594292
152.63495397682354,5,4.20055615981347,28.40691570501638
116.0228740609402,4,7.910514079038493,24.4563226312553
68.30573522671682,1,7.994951801126467,8.843208737078951
124.27653651669053,5,21.96553735377187,21.67070567718336
55.15827816728276,5,7.521919816847933,18.22851092862214
186.39806031181732,3,18.992941900723427,30.356956381570004
