epoch,loss
1,496.4566809082031
2,491.99225341796875
3,486.463037109375
4,478.65956420898436
5,467.721435546875
6,452.597861328125
7,432.2509814453125
8,406.50080078125
9,375.12384765625
10,336.97978149414064
11,294.67027160644534
12,248.45388916015625
13,200.0307763671875
14,154.27502380371095
15,113.72482391357421
16,79.76343109130859
17,55.279586944580075
18,39.26219985961914
19,30.047011489868165
20,24.474857254028322
21,21.569253311157226
22,19.707081604003907
23,18.45442283630371
24,17.52712505340576
25,16.845634689331053
26,16.314332580566408
27,15.848284835815429
28,15.467201118469239
29,15.121907386779785
30,14.85290512084961
31,14.549073371887207
32,14.270273189544678
33,14.021954231262207
34,13.792710037231446
35,13.524553680419922
36,13.308183975219727
37,13.081130676269531
38,12.864566764831544
39,12.635712165832519
40,12.42045051574707
41,12.207831192016602
42,11.990902404785157
43,11.785662956237793
44,11.592330207824707
45,11.382705612182617
46,11.182235565185547
47,10.995442924499512
48,10.818516426086425
49,10.634515342712403
50,10.449598541259766
51,10.304408855438233
52,10.087933082580566
53,9.927180366516113
54,9.777419929504395
55,9.61011474609375
56,9.444446144104004
57,9.277425193786621
58,9.128853187561035
59,8.970516891479493
60,8.817881851196288
61,8.668586120605468
62,8.517728271484375
63,8.375150337219239
64,8.207885246276856
65,8.050370330810546
66,7.904057464599609
67,7.753532791137696
68,7.621579780578613
69,7.472098388671875
70,7.329351930618286
71,7.195859336853028
72,7.071096687316895
73,6.933991661071778
74,6.811170330047608
75,6.685340785980225
76,6.571011505126953
77,6.459543437957763
78,6.352125616073608
79,6.251553030014038
80,6.149620990753174
81,6.040629072189331
82,5.956965198516846
83,5.856762905120849
84,5.762354106903076
85,5.6706807327270505
86,5.581222419738769
87,5.506703910827636
88,5.424154663085938
89,5.366279640197754
90,5.289174499511719
91,5.228341121673584
92,5.152254257202149
93,5.099610271453858
94,5.037188491821289
95,4.978514232635498
96,4.925064506530762
97,4.877344932556152
98,4.832408742904663
99,4.782554607391358
100,4.745467796325683
101,4.6899334335327145
102,4.652344551086426
103,4.6047090148925784
104,4.5846519279479985
105,4.541534519195556
106,4.5006404304504395
107,4.469813289642334
108,4.436828632354736
109,4.402666978836059
110,4.372435054779053
111,4.36794508934021
112,4.317076110839844
113,4.304606151580811
114,4.270553789138794
115,4.253777866363525
116,4.243991889953613
117,4.241723709106445
118,4.201534204483032
119,4.194130487442017
120,4.169135360717774
121,4.165395030975342
122,4.175384407043457
123,4.154288825988769
124,4.113074102401733
125,4.097208747863769
126,4.079477272033691
127,4.081658544540406
128,4.050170345306396
129,4.062097635269165
130,4.046059045791626
131,4.024573421478271
132,4.019481735229492
133,4.021761493682861
134,4.011292324066162
135,3.993596525192261
136,4.00766321182251
137,4.0016375923156735
138,3.976764717102051
139,3.9622421741485594
140,3.978410339355469
141,3.9635629844665528
142,3.951509141921997
143,3.958429470062256
144,3.9332408332824706
145,3.954270153045654
146,3.9370288467407226
147,3.9255281829833986
148,3.9375370788574218
149,3.9211543941497804
150,3.9059934425354004
151,3.942234764099121
152,3.8963146209716797
153,3.9044880199432375
154,3.909106674194336
155,3.899843921661377
156,3.901283540725708
157,3.8896196556091307
158,3.8836035346984863
159,3.90301061630249
160,3.8923628234863283
161,3.873072175979614
162,3.8837361621856687
163,3.8733796310424804
164,3.8994878005981444
165,3.858542308807373
166,3.8835604095458987
167,3.8705647563934327
168,3.8652310037612914
169,3.8627231025695803
170,3.852365856170654
171,3.905465478897095
172,3.885660228729248
173,3.8666586589813234
174,3.8570642471313477
175,3.8550515079498293
176,3.8487399578094483
177,3.835659637451172
178,3.8408282089233396
179,3.8493202686309815
180,3.837256736755371
181,3.872432155609131
182,3.814700231552124
183,3.8338665771484375
184,3.8363383388519288
185,3.8421275138854982
186,3.80662389755249
187,3.8389757537841795
188,3.828354597091675
189,3.8269881343841554
190,3.815461206436157
191,3.8156747436523437
192,3.8082338619232177
193,3.8189679479598997
194,3.821290693283081
195,3.805957307815552
196,3.809846897125244
197,3.8097693061828615
198,3.810077819824219
199,3.7990286254882815
200,3.8034027862548827
201,3.8227949142456055
202,3.794559831619263
203,3.816229057312012
204,3.8218109130859377
205,3.8073442363739014
206,3.813114767074585
207,3.7982840156555175
208,3.801356954574585
209,3.7884134006500245
210,3.7784607791900635
211,3.7818326568603515
212,3.789883909225464
213,3.7815295314788817
214,3.7793844413757323
215,3.782028980255127
216,3.7791815567016602
217,3.7847061061859133
218,3.782196044921875
219,3.7876799583435057
220,3.7725156784057616
221,3.795701541900635
222,3.8422730445861815
223,3.7529428577423096
224,3.8036949920654295
225,3.7740151023864748
226,3.8078177261352537
227,3.799557914733887
228,3.778332347869873
229,3.7850161361694337
230,3.7773007774353027
231,3.7929206466674805
232,3.798815507888794
233,3.787509517669678
234,3.7736250019073485
235,3.7768516635894773
236,3.75881534576416
237,3.7631968307495116
238,3.753730239868164
239,3.7696326065063475
240,3.762418146133423
241,3.764871234893799
242,3.7547857093811037
243,3.7590605878829955
244,3.772371921539307
245,3.7467076492309572
246,3.744920139312744
247,3.7837685775756835
248,3.782669448852539
249,3.7860016441345214
250,3.755108528137207
251,3.7523105812072752
252,3.7580039882659912
253,3.7506117248535156
254,3.7393348836898803
255,3.7715664100646973
256,3.739690914154053
257,3.742678337097168
258,3.756753263473511
259,3.7229675483703613
260,3.7382447338104248
261,3.7815914154052734
262,3.747357807159424
263,3.7398408699035643
264,3.7372739028930666
265,3.731955909729004
266,3.7345431327819822
267,3.73397629737854
268,3.7254645156860353
269,3.735263156890869
270,3.723254280090332
271,3.7230663013458254
272,3.7653254508972167
273,3.742776412963867
274,3.7468202400207518
275,3.728490614891052
276,3.7187670421600343
277,3.720784091949463
278,3.7077703285217285
279,3.7253071022033692
280,3.7281249809265136
281,3.766307258605957
282,3.7184022426605225
283,3.722629108428955
284,3.7086527061462404
285,3.7167554092407227
286,3.695848979949951
287,3.721981029510498
288,3.7279430198669434
289,3.7140164756774903
290,3.7069886207580565
291,3.7308066749572752
292,3.710580310821533
293,3.698307418823242
294,3.694741058349609
295,3.690486946105957
296,3.6998070335388182
297,3.716088905334473
298,3.710011587142944
299,3.6868902683258056
300,3.7119571113586427
