x,y,z
2.2936153,1.6241636,0.6966019
2.4900236,-2.4931731,-0.19060451
-0.70281744,-1.8028314,-0.8763286
2.7558336,-1.7561764,0.19194242
-0.6573107,1.5847945,-0.62498784
0.60537195,-0.09996915,1.5640752
-1.4605651,-2.7532635,-1.9194736
1.761848,2.9421682,0.0016243458
2.6446285,0.7819154,1.1863242
-2.2008843,2.759235,-1.7357632
2.6075888,0.3744886,1.4396787
0.5614779,0.43005896,1.441379
2.2164268,2.1624007,0.24102706
0.40629172,-2.0410287,-0.057887852
1.4465642,2.8331661,0.039480746
-0.42357302,-1.9295411,-0.76211953
2.3126574,0.2719152,1.7004707
0.4434266,-1.9511211,0.057815135
-1.4005197,-1.9877247,-1.3904917
0.7646949,2.3090982,0.01928395
-1.3822099,-0.7923455,-0.280093
-0.35181856,-0.563025,0.5010389
-1.218475,2.3439407,-1.6369634
1.9901128,2.9390903,-0.066198885
-2.3681107,-2.7058282,-1.6051784
-1.383031,-0.052365303,0.01620543
-0.8471241,0.85666394,-0.094417214
-1.8038174,2.8803873,-1.9390526
0.28314924,-1.196012,0.6454527
-2.9630375,-0.97633934,0.38245106
2.7093272,-1.7583561,0.2324669
-2.5484047,0.7665343,0.16131169
2.316082,0.7398906,1.4734366
0.49925756,-0.04730749,1.477655
-0.97411346,-0.30426836,0.12686235
1.8538499,-2.0885496,0.46527797
0.46755219,-1.2322047,0.7828616
2.42389,-1.1409627,1.0743753
0.32795906,0.78801966,1.0273622
-0.94611955,1.3248057,-0.56763494
0.806051,1.400559,0.890975
-0.8135383,-2.2899642,-1.3854811
1.2625728,-0.23125005,1.9262547
2.6784663,-0.5725286,1.287281
1.7341785,2.9924974,-0.002223134
-1.3115176,2.1648521,-1.5263017
1.7317939,-2.239375,0.3671965
0.5367787,-1.6484038,0.4338408
1.5235052,-2.2662468,0.35815066
-1.8285152,-0.7508106,-0.23583782
-2.9697254,-2.6248703,-1.0404656
-1.1590816,1.4099541,-0.7562863
-2.3010685,-1.3230354,-0.49975896
2.4616165,-1.5056645,0.6938603
0.864094,0.14178371,1.7504728
1.2426405,-0.9585538,1.5213425
0.9487834,2.2663398,0.1719045
-0.05218792,2.7194424,-0.9643743
2.347825,-2.6785984,-0.18171912
-2.1315408,1.3450708,-0.6230459
0.18889117,0.06259823,1.1858113
-2.0476205,1.5746031,-0.8922637
0.925056,-1.1246846,1.2301155
-1.0331469,-0.22714233,0.11539912
0.9192488,-0.05611801,1.7935721
-0.6250243,1.0286312,-0.069125175
2.4881754,1.4957895,0.6828398
-1.7781057,1.170013,-0.5884485
-1.789194,0.3681836,-0.043263257
-1.789302,-2.3932452,-1.7090368
2.6983285,-1.7233511,0.2769267
0.9997535,-1.7090764,0.70349795
2.8867521,-2.9896698,-0.7363908
-2.4758286,2.8737001,-1.5819911
-2.9756284,-1.3582295,0.04576619
-2.3470912,-1.9940811,-1.124272
-2.0180674,-1.3585725,-0.6909964
1.2151203,1.6289129,0.8793274
1.0742273,-1.8806301,0.57432187
2.492773,-2.50671,-0.20089507
-1.5492761,-2.242281,-1.6219175
-2.0451355,0.65929747,-0.099171996
1.5917344,-0.12273741,1.9922581
-1.2126135,-2.7067547,-1.8434737
1.8207712,-2.0521064,0.50597787
-0.7119019,-2.5998702,-1.5100968
1.7161379,1.0291624,1.5049932
-2.330904,1.3576393,-0.5132153
-1.5139493,0.51102376,-0.12614036
0.91462946,-0.96114635,1.364917
0.6342225,-1.6073463,0.5560096
-0.76487637,1.1860237,-0.3170994
1.7882085,-0.6889086,1.7483993
2.0394278,-0.4815669,1.7784575
-2.17552,-0.9834571,-0.26851112
-1.6016046,0.52139044,-0.13239801
2.746986,0.70372367,1.1468832
-1.0122975,2.4648266,-1.6276536
-1.0635492,2.6642947,-1.7623246
-2.9027839,-0.77317333,0.47915262
-1.7180107,0.44586515,-0.08694565
0.7494111,-2.0052037,0.26033485
-0.3959794,-2.252122,-1.0155352
-2.177658,2.4877105,-1.6151701
0.0703702,0.35339594,1.008515
-2.0492444,-1.4916562,-0.80865294
-2.5451899,1.5082269,-0.4991413
-1.6519879,1.2102733,-0.64394206
-2.625636,1.0738945,-0.016662776
-1.9102142,1.2693772,-0.646073
2.9988265,0.16022205,1.1294736
0.5666249,-2.1823487,-0.037351727
0.924479,-2.6669579,-0.09115255
-2.7980528,2.9288583,-1.3142796
-1.9703214,2.0943446,-1.4212021
-0.9985676,-2.3405151,-1.5366294
0.46911335,2.350944,-0.2512888
-2.6397638,-2.8058243,-1.4251871
-1.2926191,1.9955926,-1.3736928
-1.7960057,2.089038,-1.4701008
0.008313656,1.8847637,-0.30052093
-1.1163096,1.26966,-0.6018809
-0.20788717,-1.8170618,-0.45017684
-2.0328891,-1.2865598,-0.61469674
-2.0591855,0.6431143,-0.08285779
-1.7502054,1.1831846,-0.6059709
-1.0268923,2.6298065,-1.7275661
-2.3678427,0.13344717,0.29228663
2.5154095,1.2353802,0.9152186
-0.5953922,-2.2656422,-1.2011006
2.58119,-0.60892105,1.3517928
0.93474627,1.7840638,0.5927939
-2.540391,0.24519348,0.40445656
2.0761056,2.3716125,0.15710026
-0.82543445,-2.4072723,-1.4771289
-1.1499782,-2.0017743,-1.3305146
-2.4902115,0.9431269,-0.019025326
-2.982482,-0.12545109,0.83370113
0.8583319,-2.5633416,-0.08066666
-0.6553316,1.2800465,-0.32275152
1.1679692,0.12364769,1.9123218
-2.4619904,0.72548175,0.11969614
2.2272873,0.659266,1.5825808
-2.2021613,-2.0686207,-1.2847377
-0.51802015,-2.0123668,-0.9225208
0.6266091,-2.4003117,-0.1512028
1.5487556,2.17905,0.4283219
2.4219313,-1.646808,0.5831915
2.7328777,2.7006936,-0.5069379
-2.3787665,-0.95804644,-0.115847886
0.7550018,0.66402864,1.4728057
-1.2903779,2.8652592,-1.923002
-0.32875443,-1.6099248,-0.36198288
-2.2454703,-2.845439,-1.7373767
2.732576,0.4326315,1.305573
-2.2018514,-2.164293,-1.3666687
1.6033535,1.6530614,0.9172977
1.0543189,1.1926689,1.238745
0.9748678,2.1736202,0.26065683
-1.6219386,-0.3116393,-0.046860278
2.7268543,-1.959987,0.023510695
0.6592512,-2.7646313,-0.3172623
0.38592005,-1.9376936,0.017690748
-2.6437645,2.672145,-1.3693366
1.2593656,-0.6422086,1.752671
-0.4500618,-0.054950714,0.5634694
-1.3743728,-0.6365495,-0.17661923
2.5768394,-1.5317541,0.5742397
0.66884637,2.4559116,-0.1539067
-1.6598293,-0.7772565,-0.28319883
-1.5184168,-1.4560157,-0.8840997
-0.14326715,2.7718477,-1.0751971
1.6750841,1.7955961,0.7716558
-0.76660156,1.598846,-0.7217374
-1.7117246,2.1498523,-1.5373201
-1.0273286,-1.9051291,-1.1840596
-2.2412245,0.9769683,-0.22401786
1.0698977,-0.83495235,1.5483644
2.3221207,0.10723472,1.7250414
-2.824321,1.4131241,-0.15495576
0.6967521,-0.99583006,1.1855366
1.5497751,2.9436235,0.01931101
0.5439882,0.014712334,1.5174444
-1.0683739,1.7285981,-1.0335664
1.5658264,0.27607632,1.96212
1.5765395,-2.8914793,0.03109914
1.1217818,-1.7942634,0.67926353
-0.5271642,-2.4998367,-1.3041304
-0.7944038,0.35250044,0.22506642
0.32094288,-2.012533,-0.112048596
-0.5299623,-2.3857818,-1.2332164
-0.89400315,0.6431694,0.02061385
1.9176207,-2.6260228,0.070445
2.5781984,-1.6324764,0.47241792
-0.29699206,-1.9407288,-0.6541977
-0.67169046,1.4643564,-0.5160711
0.04377699,2.750576,-0.8807591
-0.17912483,1.0496421,0.319713
0.72123384,-1.6789967,0.5523224
0.84070086,2.2707205,0.100951076
-2.7247703,2.7845888,-1.341805
-1.1071132,-0.8128331,-0.20696759
2.5263882,2.213694,-0.022391677
1.1686649,0.7584214,1.6461515
-0.14921284,-2.0867653,-0.64203763
-1.8087173,-0.7835479,-0.26341617
-1.8354152,-2.3926,-1.6975675
-2.6873007,0.90518093,0.17871708
-0.97788715,1.6589665,-0.9173746
1.0131125,-2.9507194,-0.13335574
1.9128647,-1.2261214,1.2799536
1.3850918,0.06501293,1.9806938
-2.651832,2.4022217,-1.2093072
-1.8040874,-1.6346555,-1.0367266
-0.47344995,-0.1761899,0.5285592
2.9020486,-0.08483863,1.2336631
0.43397236,-1.5086335,0.48260105
-0.7769122,-1.3446636,-0.47687054
1.2411456,-0.802685,1.6409335
-1.1426446,-0.89641523,-0.2853207
-1.941767,-0.96563196,-0.36307865
2.189662,0.2868209,1.7736852
-1.3641053,-0.25079632,-0.010000229
-0.6014004,-1.4600258,-0.45525354
-2.9844127,1.8167429,-0.40000808
2.007812,2.1461835,0.36185914
2.272904,-0.47029257,1.6549184
1.0933447,-0.56631374,1.7320533
-2.0918226,-2.9238958,-1.8437064
-2.9608197,-2.1932225,-0.762798
-2.4365368,-0.13663602,0.34260345
2.2371006,-0.5719466,1.6269603
1.4403172,0.87770605,1.6304171
2.5245132,-1.4923679,0.65700376
1.5716095,-0.621362,1.813086
0.7592764,0.44858313,1.5894592
-0.029377937,2.9448013,-1.0100727
-2.281518,2.3603191,-1.4679086
-2.5703166,-1.9734002,-0.93252134
-2.806046,-0.24986506,0.6396604
1.228086,-0.49115753,1.8236349
-1.472904,-0.095897675,0.00019294024
-0.60375786,1.2497945,-0.25222257
-1.7265158,-1.2068363,-0.6319226
-0.5466707,-0.63947725,0.28256178
-2.1115046,-2.9718046,-1.8429649
-1.960247,-1.0657171,-0.44124097
0.99513245,-2.9423156,-0.14137888
-0.89158916,1.0620317,-0.29097232
1.8520298,-2.3092866,0.28754163
-0.9624262,-1.4824204,-0.7323197
-2.2007017,-2.1755128,-1.3766121
-0.5293169,2.2812757,-1.1571411
-1.4542422,-0.88067245,-0.35658252
-0.91782475,2.60706,-1.6547887
-2.8559868,-1.4907238,-0.20175186
1.6784725,2.2711587,0.34971374
-2.0886135,-0.58987355,-0.037890732
1.507853,-2.2536302,0.36702567
1.3613529,2.5087647,0.17178857
2.1432981,-2.0409415,0.3875326
-2.301156,-1.764155,-0.9370905
2.1575904,1.6440101,0.7595717
-1.4182549,-0.28006053,-0.027349353
1.1132078,-0.04556656,1.8960825
2.8173442,2.9746861,-0.66750693
-0.4230957,-2.3807566,-1.1348449
-0.023200512,-1.0835799,0.4449696
-0.6906917,1.2204533,-0.29385048
-2.5049536,-0.57766867,0.24324173
1.4397087,0.050747395,1.9901329
-2.9781537,-1.0142312,0.3655606
1.8623996,-0.46473694,1.8517237
2.2446752,2.3946342,0.04764831
2.837119,-0.5576472,1.1482935
-0.70763874,1.2065268,-0.2937744
-2.4649258,2.2635398,-1.2648485
0.6744909,2.322466,-0.058359623
1.6572819,1.4224639,1.1440516
-2.9859262,2.06212,-0.62683195
-0.6809511,-0.77816725,0.08266902
-1.7983664,0.23920822,-0.002691567
-0.2623911,-1.2868599,0.020746112
-1.4766405,-2.9094923,-1.968756
-1.2263027,2.52426,-1.756672
-0.9523766,-2.8680735,-1.7776219
-2.850912,-1.8906802,-0.6010606
2.4615226,-1.0692186,1.109657
2.5149937,-2.7441907,-0.33567637
-0.47060728,-2.3280895,-1.1403846
-0.3416462,-1.5692239,-0.33346614
-1.2243598,0.35500002,-0.0029421449
-2.7091885,-2.6229844,-1.2875648
-2.919433,-2.1564524,-0.77308285
1.1149755,-1.7536665,0.71604735
-1.6471385,-2.2559328,-1.6298661
-1.928631,0.70415926,-0.1745013
-0.23406959,0.10150051,0.7629152
-0.99903345,0.65832853,-0.04993242
-0.97056246,2.7064295,-1.7320049
0.096393585,-1.3135353,0.350677
-0.6363373,-1.1247661,-0.16286606
-1.0329373,0.9570384,-0.28286386
-1.4364177,2.6311307,-1.8635037
-2.441482,0.95750356,-0.068739
2.5155215,-0.25716949,1.5530794
-1.2005614,0.97450113,-0.3706615
0.79493856,-2.9549923,-0.26882005
-1.0408977,-2.0520978,-1.3257915
0.24378395,-1.2614701,0.54579335
2.7969012,-2.7157295,-0.5727762
1.3821678,-2.2656963,0.3419537
-2.5997992,-2.3072267,-1.187321
1.1907082,0.8612261,1.5801398
2.8477287,0.90887403,0.904287
0.7892499,-0.07225609,1.7072158
2.0112743,-0.6933975,1.6736269
2.9576626,0.080887794,1.1796252
-0.459687,1.812748,-0.68326545
0.6226635,-2.258934,-0.051898897
-2.0851054,2.1313567,-1.4022937
-0.6182313,1.3047853,-0.31670982
2.2217512,-1.0472131,1.295492
1.5379376,2.1048508,0.49043286
-1.898367,-0.0024847984,0.053170145
-2.405655,-1.3748174,-0.4765557
-2.050091,2.703546,-1.7929024
-2.960633,0.8866811,0.45201397
-2.314917,2.2640004,-1.3746889
-0.74189234,-0.81409264,0.01084429
2.0246315,-2.5707228,0.05734104
0.5021467,2.4058132,-0.25999948
-2.2818165,0.17355204,0.2272811
-2.4066718,1.424725,-0.5249761
