epoch,loss
1,0.398435145676136
2,0.039851327996701005
3,0.009383206994272768
4,0.006051923551596701
5,0.004764593843370676
6,0.00375054640090093
7,0.0031029178434982896
8,0.0027339801229536533
9,0.002341112275607884
10,0.002008865658659488
11,0.0018149542298633605
12,0.0016397017508279531
13,0.0015249741803854704
14,0.0013572719824733212
15,0.0013004434811882675
16,0.0011819889754988253
17,0.001119825555710122
18,0.0010079949334030971
19,0.0009157304145628587
20,0.000828664148109965
21,0.0007699826921452769
22,0.0007034239624044858
23,0.0006296680320519954
24,0.0005752722746692598
25,0.000552373549726326
26,0.0005547785023227335
27,0.0005078378098842222
28,0.0005162484688335099
29,0.000475456015963573
30,0.0004658409070689231
31,0.0004767924874322489
32,0.0004353067163610831
33,0.00041986454499419776
34,0.00038385825330624354
35,0.0004009746909723617
36,0.00041077118768589573
37,0.0004263127338490449
38,0.0003532266216352582
39,0.0003884456210071221
40,0.0003559100309503265
41,0.00035963969805743545
42,0.0003492717471672222
43,0.0003690209161140956
44,0.0003175747456843965
45,0.00031281575083266945
46,0.000325875523412833
47,0.00036209870653692634
48,0.0003833444569609128
49,0.00029542045699781737
50,0.00033226586307864636
51,0.0003425939300796017
52,0.0002916487619222607
53,0.0003201693659648299
54,0.0003072363371611573
55,0.0003175201176200062
56,0.0003073238047945779
57,0.00032456995875691064
58,0.00028746093239169566
59,0.0002763824911089614
60,0.0002722915676131379
61,0.00028720248414902016
62,0.00028351137036224827
63,0.00030094786523841323
64,0.00027407007204601543
65,0.0002681516898155678
66,0.000301726870238781
67,0.0002864939448190853
68,0.00027655005402630196
69,0.0002634281385107897
70,0.0002612909151357599
71,0.0002605500714853406
72,0.0002825363861338701
73,0.00023515514229075052
74,0.00024766597169218586
75,0.0002731634682568256
76,0.00024047936763963663
77,0.0002883617685874924
78,0.0002519871323020197
79,0.00023865276895230635
80,0.0002743877459142823
81,0.00025468466352322137
82,0.0002579492086952087
83,0.00024659027328016237
84,0.00026601526167360133
85,0.00021859788184519857
86,0.00024470153971924445
87,0.0002249512680573389
88,0.000254736448317999
89,0.0002574133482121397
90,0.00023004091272014194
91,0.00024786264298018066
92,0.00022494781546993181
93,0.0002214989097265061
94,0.00023054442429565824
95,0.00022568039924954065
96,0.0002241901430534199
97,0.00021768752179923467
98,0.00022028689889702947
99,0.00021403092253603973
100,0.00020595859055174516
101,0.0002288313716999255
102,0.00022278615841059946
103,0.00022411276467028073
104,0.00023047913415939547
105,0.00021825724706286566
106,0.000218913737218827
107,0.00021068381500663236
108,0.0002050535610760562
109,0.00024141047417651861
110,0.0002176127583370544
111,0.00021949316930840724
112,0.00019639897273737006
113,0.00018947329983348026
114,0.00019495719991391525
115,0.00019883853656938298
116,0.00019974266854114832
117,0.0001943902065977454
118,0.00018910253816284238
119,0.0002058700226189103
120,0.00021943537020706572
121,0.000206817426282214
122,0.0001831589479697868
123,0.0002129524226184003
124,0.00019137006421806292
125,0.00020577029007836246
126,0.0002145433713158127
127,0.00018737297688494438
128,0.0001861180970154237
129,0.00018045136095315683
130,0.00020127375624724665
131,0.00019658083681133577
132,0.00019288818066706882
133,0.0001905502982554026
134,0.0001951980355370324
135,0.00018389888963429258
136,0.00019455645501147956
137,0.00018274548710905947
138,0.00017493548087077216
139,0.00020672055846080183
140,0.0001728633282764349
141,0.00017157876826240682
142,0.00017789202838321217
143,0.00016921665097470397
144,0.00018757883631042205
145,0.00019488742091925814
146,0.00017861942472518423
147,0.0001988361073017586
148,0.0001867235018289648
149,0.0001699591351352865
150,0.0001766848774277605
151,0.00015845581176108682
152,0.000190751769579947
153,0.00017227920866571368
154,0.00018603340338449925
155,0.0001702935729699675
156,0.00016923189890803768
157,0.00019377771316794677
158,0.0001648638799233595
159,0.00019443723707809112
160,0.00015731312439311296
161,0.00016600464496877975
162,0.00017022855568211526
163,0.00018977396647096612
164,0.00018650929917930626
165,0.00017333081943797878
166,0.00015925852785585447
167,0.0001700997395964805
168,0.00016882708558114246
169,0.00017082352298893966
170,0.0001649522481893655
171,0.00017653482637251726
172,0.0001590534195129294
173,0.00020286045494140125
174,0.00017679531006433536
175,0.0001569075536390301
176,0.0001613338466559071
177,0.00015137798016075975
178,0.0001852991744526662
179,0.0001671550615283195
180,0.00014949114300543442
181,0.00016123509395401926
182,0.00016491175953706262
183,0.00016296944483474362
184,0.00016031282421317882
185,0.00016367101410287433
186,0.00018696221176651306
187,0.00014819240501674357
188,0.00014163659361656755
189,0.0001639012199593708
190,0.00015319774966337718
191,0.00017285440013802144
192,0.0001666943900345359
193,0.00015279566086246632
194,0.0002029605168645503
195,0.00017963559820782394
196,0.00015149709518300368
197,0.00017648154220660216
198,0.00016773263161303477
199,0.0001452577520685736
200,0.000146825080664712
201,0.00014708422892726957
202,0.00016419833309191744
203,0.00015485584680573084
204,0.00017346340030780993
205,0.0001546757719333982
206,0.00014146851310215425
207,0.00015252476249588654
208,0.00016866615158505737
209,0.00014734247166779823
210,0.00017608450759144033
211,0.00016929156729020178
212,0.00015054819226497783
213,0.00017649191609234548
214,0.00016454104907461442
215,0.00015118345685186796
216,0.00015923886600648985
217,0.00014530924886639696
218,0.00017956873629009352
219,0.0001425555105379317
220,0.00015402729719062337
221,0.0001536145168938674
222,0.00015603958020801655
223,0.00014365583345352206
224,0.00013454328486113808
225,0.0001565669359115418
226,0.00014181598460709212
227,0.00016515892816823906
228,0.00016410199685196859
229,0.0001439750970021123
230,0.00015550617361441256
231,0.00015634729160228744
232,0.00014858750540588516
233,0.00014305455634894314
234,0.0001568953615205828
235,0.00014247707946924492
236,0.00015557767562859225
237,0.0001356960707489634
238,0.0001445602942694677
239,0.00013041233223339078
240,0.00013991344146779738
241,0.00015338571602478623
242,0.00015746687457431107
243,0.0001417455206537852
244,0.0001478291921375785
245,0.00013991349925345276
246,0.0001351416530815186
247,0.00017763854685472324
248,0.00015511202382913325
249,0.00014289610668492968
250,0.00014805381768383087
251,0.00013237015294726006
252,0.0001343983225960983
253,0.00014443797046260443
254,0.00012366005621152
255,0.00013451176189118998
256,0.00013376361508562695
257,0.00015314230941294228
258,0.00012970767664955928
259,0.0001408383603702532
260,0.00012983597768470646
261,0.00013111628583283163
262,0.0001444858114118688
263,0.00015165884082671255
264,0.00014475470669276545
265,0.00015267579279316124
266,0.00015942120518593585
267,0.0001256633199081989
268,0.00014410442941880318
269,0.00013971502789354416
270,0.00013305900823615957
271,0.00014028784817492123
272,0.00012583116900350433
273,0.00015437006420688704
274,0.00014435389824211597
275,0.00014169373842014466
276,0.0001272599231742788
277,0.00013117816900194156
278,0.00013190470714471303
279,0.00015283331567479764
280,0.00018883641538559458
281,0.0001296374874509638
282,0.0001169238356378628
283,0.00012685950438026338
284,0.00014052655757404865
285,0.00012850914387672673
286,0.00015154539230570664
